15,2,-5.42,0.13,23.56,22.50,1,-1,-1,-1
15,3,208.35,21.82,57.17,34.09,1,-1,-1,-1
16,1,69.41,35.41,100.91,49.24,1,-1,-1,-1
16,2,-6.15,0.13,22.19,21.19,1,-1,-1,-1
16,3,208.24,21.88,57.20,34.13,1,-1,-1,-1
17,1,65.35,34.27,99.61,48.88,1,-1,-1,-1
17,3,208.19,21.89,57.22,34.16,1,-1,-1,-1
18,1,60.92,32.98,98.17,48.38,1,-1,-1,-1
18,3,208.16,21.90,57.21,34.17,1,-1,-1,-1
19,1,56.32,31.84,96.85,47.96,1,-1,-1,-1
19,3,208.12,21.89,57.28,34.23,1,-1,-1,-1
20,1,52.22,29.92,96.65,48.14,1,-1,-1,-1
20,3,208.12,21.88,57.27,34.25,1,-1,-1,-1
21,1,48.99,27.98,95.98,47.96,1,-1,-1,-1
21,3,208.15,21.85,57.26,34.27,1,-1,-1,-1
21,4,96.43,359.92,137.98,98.68,1,-1,-1,-1
22,1,43.09,25.89,96.67,48.70,1,-1,-1,-1
22,3,208.16,21.84,57.25,34.29,1,-1,-1,-1
22,4,97.36,361.24,137.10,97.97,1,-1,-1,-1
23,1,38.94,24.12,95.77,48.71,1,-1,-1,-1
23,3,208.20,21.85,57.17,34.26,1,-1,-1,-1
23,4,97.68,361.68,136.93,97.75,1,-1,-1,-1
24,1,36.65,23.07,92.72,47.45,1,-1,-1,-1
24,3,208.22,21.88,57.09,34.23,1,-1,-1,-1
24,4,97.61,361.63,137.15,97.79,1,-1,-1,-1
25,1,33.32,22.26,89.69,46.16,1,-1,-1,-1
25,3,208.30,21.89,56.96,34.16,1,-1,-1,-1
25,4,97.86,361.34,136.07,96.89,1,-1,-1,-1
26,1,30.82,20.77,88.53,45.91,1,-1,-1,-1
26,3,208.34,21.88,56.91,34.14,1,-1,-1,-1
26,4,98.06,361.32,135.68,96.47,1,-1,-1,-1
27,1,26.94,19.41,88.67,46.43,1,-1,-1,-1
27,3,208.37,21.87,56.86,34.11,1,-1,-1,-1
27,4,97.37,360.99,137.60,97.78,1,-1,-1,-1
28,1,25.09,19.04,86.02,45.44,1,-1,-1,-1
28,3,208.36,21.86,56.86,34.12,1,-1,-1,-1
28,4,97.03,360.71,138.60,98.43,1,-1,-1,-1
29,1,20.89,17.69,85.63,45.65,1,-1,-1,-1
29,3,208.39,21.87,56.82,34.10,1,-1,-1,-1
29,4,96.53,360.32,139.53,99.06,1,-1,-1,-1
30,1,17.81,16.11,84.48,45.41,1,-1,-1,-1
30,3,208.40,21.87,56.78,34.08,1,-1,-1,-1
30,4,96.52,360.29,139.71,99.18,1,-1,-1,-1
31,1,15.64,14.67,81.59,44.20,1,-1,-1,-1
31,3,208.40,21.87,56.77,34.08,1,-1,-1,-1
31,4,95.97,359.49,139.80,99.36,1,-1,-1,-1
32,1,11.96,12.66,81.66,44.66,1,-1,-1,-1
32,3,208.40,21.86,56.78,34.09,1,-1,-1,-1
32,4,96.13,360.07,139.83,99.32,1,-1,-1,-1
33,1,10.29,11.67,78.80,43.26,1,-1,-1,-1
33,3,208.39,21.85,56.82,34.12,1,-1,-1,-1
33,4,95.93,359.96,140.23,99.60,1,-1,-1,-1
34,1,8.00,10.74,76.86,42.36,1,-1,-1,-1
34,3,208.40,21.85,56.78,34.10,1,-1,-1,-1
34,4,95.82,359.65,140.36,99.66,1,-1,-1,-1
35,1,5.71,9.62,75.70,41.99,1,-1,-1,-1
35,3,208.41,21.85,56.76,34.09,1,-1,-1,-1
35,4,95.83,359.54,140.41,99.66,1,-1,-1,-1
35,6,570.51,175.35,64.03,55.29,1,-1,-1,-1
36,1,3.10,8.64,75.14,41.97,1,-1,-1,-1
36,3,208.42,21.85,56.74,34.08,1,-1,-1,-1
36,4,95.49,359.06,141.07,100.16,1,-1,-1,-1
36,6,562.55,172.50,67.69,57.73,1,-1,-1,-1
37,1,-0.46,6.57,76.64,43.25,1,-1,-1,-1
37,3,208.44,21.86,56.71,34.07,1,-1,-1,-1
37,4,95.75,359.45,140.39,99.60,1,-1,-1,-1
37,6,555.13,171.57,71.12,59.53,1,-1,-1,-1
38,1,-2.79,5.25,75.74,43.27,1,-1,-1,-1
38,3,208.45,21.86,56.67,34.04,1,-1,-1,-1
38,4,95.71,359.47,140.28,99.45,1,-1,-1,-1
38,6,546.34,169.71,76.50,62.43,1,-1,-1,-1
39,1,-4.59,3.72,75.75,43.75,1,-1,-1,-1
39,3,208.46,21.87,56.65,34.02,1,-1,-1,-1
39,4,95.76,359.36,140.48,99.57,1,-1,-1,-1
39,6,535.40,165.35,86.92,69.31,1,-1,-1,-1
40,1,-5.65,2.94,73.40,42.98,1,-1,-1,-1
40,3,208.45,21.88,56.64,34.02,1,-1,-1,-1
40,4,96.08,359.54,140.21,99.32,1,-1,-1,-1
40,6,526.72,162.51,92.85,71.72,1,-1,-1,-1
41,1,-6.39,2.30,70.97,42.24,1,-1,-1,-1
41,3,208.45,21.89,56.64,34.01,1,-1,-1,-1
41,4,96.23,359.71,140.02,99.07,1,-1,-1,-1
41,6,520.03,159.65,98.40,73.54,1,-1,-1,-1
42,1,-7.30,1.65,69.81,42.38,1,-1,-1,-1
42,3,208.43,21.88,56.67,34.03,1,-1,-1,-1
42,4,96.27,359.69,140.01,99.07,1,-1,-1,-1
42,6,511.87,156.13,101.87,72.79,1,-1,-1,-1
43,1,-7.70,0.24,68.10,42.22,1,-1,-1,-1
43,3,208.43,21.87,56.69,34.04,1,-1,-1,-1
43,6,502.15,153.87,105.45,71.87,1,-1,-1,-1
44,1,-6.63,0.03,63.77,40.21,1,-1,-1,-1
44,3,208.41,21.87,56.71,34.05,1,-1,-1,-1
44,4,96.04,359.57,140.25,99.10,1,-1,-1,-1
44,6,488.50,149.82,110.88,72.84,1,-1,-1,-1
45,1,-6.55,-0.18,60.95,39.21,1,-1,-1,-1
45,3,208.42,21.87,56.72,34.06,1,-1,-1,-1
45,4,96.05,359.54,140.24,99.10,1,-1,-1,-1
45,6,476.58,146.59,113.53,71.72,1,-1,-1,-1
46,1,-6.56,-0.36,57.90,38.05,1,-1,-1,-1
46,3,208.43,21.88,56.71,34.05,1,-1,-1,-1
46,6,463.68,144.29,115.43,70.36,1,-1,-1,-1
47,1,-6.29,-0.40,54.88,36.84,1,-1,-1,-1
47,3,208.44,21.86,56.74,34.05,1,-1,-1,-1
47,6,450.72,141.38,119.48,70.72,1,-1,-1,-1
48,1,-5.91,-0.38,52.16,35.76,1,-1,-1,-1
48,3,208.44,21.83,56.75,34.06,1,-1,-1,-1
48,6,437.92,138.73,121.47,69.95,1,-1,-1,-1
49,1,-5.64,-0.34,49.50,34.67,1,-1,-1,-1
49,3,208.42,21.82,56.80,34.09,1,-1,-1,-1
49,4,95.65,359.39,140.55,99.19,1,-1,-1,-1
49,6,427.39,136.53,122.72,69.11,1,-1,-1,-1
50,1,-5.70,-0.29,47.09,33.78,1,-1,-1,-1
50,3,208.39,21.78,56.89,34.14,1,-1,-1,-1
50,4,95.65,359.49,140.57,99.08,1,-1,-1,-1
50,6,414.62,132.66,126.49,69.72,1,-1,-1,-1
51,1,-6.36,-0.25,45.10,33.30,1,-1,-1,-1
51,3,208.38,21.76,56.94,34.18,1,-1,-1,-1
51,4,95.77,359.93,140.25,98.69,1,-1,-1,-1
51,6,404.51,129.74,127.98,69.09,1,-1,-1,-1
52,1,-6.21,-0.22,42.32,32.16,1,-1,-1,-1
52,3,208.38,21.76,56.93,34.18,1,-1,-1,-1
52,4,95.83,360.13,140.16,98.44,1,-1,-1,-1
52,6,391.47,126.74,130.81,69.31,1,-1,-1,-1
53,1,-5.14,-0.19,38.99,30.33,1,-1,-1,-1
53,3,208.38,21.77,56.92,34.18,1,-1,-1,-1
53,4,95.68,359.80,140.71,98.75,1,-1,-1,-1
53,6,379.63,123.38,132.16,68.88,1,-1,-1,-1
54,1,-4.52,0.09,36.07,28.73,1,-1,-1,-1
54,3,208.36,21.74,56.96,34.21,1,-1,-1,-1
54,4,95.51,359.54,141.21,99.05,1,-1,-1,-1
54,6,368.53,120.82,133.09,68.14,1,-1,-1,-1
55,1,-4.30,-0.05,33.84,27.63,1,-1,-1,-1
55,3,208.34,21.73,57.00,34.23,1,-1,-1,-1
55,4,95.39,359.47,141.39,99.13,1,-1,-1,-1
55,6,356.58,117.39,135.92,68.74,1,-1,-1,-1
56,1,-4.29,-0.08,31.91,26.77,1,-1,-1,-1
56,3,208.32,21.73,57.04,34.27,1,-1,-1,-1
56,4,95.35,359.43,141.64,99.29,1,-1,-1,-1
56,6,346.17,114.64,135.84,67.80,1,-1,-1,-1
57,1,-4.38,-0.08,29.82,25.77,1,-1,-1,-1
57,3,208.30,21.73,57.08,34.31,1,-1,-1,-1
57,4,95.54,360.01,141.01,98.72,1,-1,-1,-1
57,6,337.49,112.75,134.56,66.10,1,-1,-1,-1
58,1,-4.61,-0.08,27.36,24.51,1,-1,-1,-1
58,3,208.31,21.74,57.03,34.28,1,-1,-1,-1
58,4,95.37,359.67,141.53,99.06,1,-1,-1,-1
58,6,326.38,111.16,134.72,65.28,1,-1,-1,-1
59,1,-4.55,-0.07,25.21,23.48,1,-1,-1,-1
59,3,208.32,21.73,57.00,34.27,1,-1,-1,-1
59,4,95.39,360.18,141.10,98.65,1,-1,-1,-1
59,6,315.46,109.45,135.76,65.03,1,-1,-1,-1
60,1,-4.27,-0.01,22.65,21.91,1,-1,-1,-1
60,3,208.30,21.70,57.06,34.31,1,-1,-1,-1
60,4,95.15,359.83,141.64,99.06,1,-1,-1,-1
60,6,304.90,106.22,137.76,65.38,1,-1,-1,-1
61,1,-3.81,-0.03,20.43,20.49,1,-1,-1,-1
61,3,208.30,21.70,57.08,34.34,1,-1,-1,-1
61,4,95.09,359.50,141.84,99.20,1,-1,-1,-1
61,6,296.09,104.21,137.08,64.40,1,-1,-1,-1
62,1,-3.30,0.67,17.80,18.51,1,-1,-1,-1
62,3,208.33,21.72,57.03,34.30,1,-1,-1,-1
62,4,95.03,359.35,142.10,99.41,1,-1,-1,-1
62,6,286.43,101.44,136.83,63.74,1,-1,-1,-1
63,1,-3.78,0.71,16.56,17.23,1,-1,-1,-1
63,3,208.33,21.66,57.07,34.33,1,-1,-1,-1
63,4,95.01,359.27,142.27,99.56,1,-1,-1,-1
63,6,276.42,99.07,138.13,64.02,1,-1,-1,-1
64,3,208.32,21.64,57.11,34.37,1,-1,-1,-1
64,4,94.95,359.20,142.35,99.65,1,-1,-1,-1
64,6,268.12,97.50,136.24,62.59,1,-1,-1,-1
65,3,208.31,21.64,57.12,34.38,1,-1,-1,-1
65,4,94.93,359.16,142.33,99.65,1,-1,-1,-1
65,6,259.32,95.31,134.45,61.15,1,-1,-1,-1
66,3,208.36,21.64,57.01,34.32,1,-1,-1,-1
66,4,94.92,359.10,142.31,99.63,1,-1,-1,-1
66,6,249.98,92.83,134.99,60.83,1,-1,-1,-1
67,3,208.36,21.65,57.02,34.33,1,-1,-1,-1
67,4,94.97,359.18,142.14,99.50,1,-1,-1,-1
67,6,240.73,90.36,134.35,60.05,1,-1,-1,-1
68,3,208.35,21.61,57.11,34.40,1,-1,-1,-1
68,4,94.88,359.14,142.25,99.58,1,-1,-1,-1
68,6,231.89,87.97,134.38,59.74,1,-1,-1,-1
69,3,208.35,21.61,57.16,34.44,1,-1,-1,-1
69,4,94.96,359.18,142.17,99.54,1,-1,-1,-1
69,6,222.81,85.10,136.85,60.85,1,-1,-1,-1
69,7,1.43,32.62,22.86,52.76,1,-1,-1,-1
70,3,208.31,21.57,57.25,34.50,1,-1,-1,-1
70,4,94.87,359.12,142.31,99.66,1,-1,-1,-1
70,6,213.00,82.56,137.67,61.12,1,-1,-1,-1
70,7,2.30,29.57,25.07,57.40,1,-1,-1,-1
71,3,208.32,21.61,57.22,34.51,1,-1,-1,-1
71,4,95.90,359.98,139.76,97.83,1,-1,-1,-1
71,6,205.54,81.97,132.86,58.84,1,-1,-1,-1
71,7,3.34,27.67,26.13,59.03,1,-1,-1,-1
72,3,208.45,21.67,56.98,34.36,1,-1,-1,-1
72,4,95.34,359.53,141.28,98.90,1,-1,-1,-1
72,6,198.50,80.26,132.61,58.55,1,-1,-1,-1
72,7,4.81,29.44,26.50,58.56,1,-1,-1,-1
73,3,208.59,21.75,56.70,34.17,1,-1,-1,-1
73,4,95.36,359.54,141.24,98.87,1,-1,-1,-1
73,6,190.66,77.04,133.39,58.81,1,-1,-1,-1
73,7,5.93,30.63,27.83,59.76,1,-1,-1,-1
74,3,208.65,21.77,56.59,34.08,1,-1,-1,-1
74,4,95.14,359.38,141.93,99.37,1,-1,-1,-1
74,6,183.48,74.96,131.76,57.97,1,-1,-1,-1
74,7,6.58,30.11,30.01,62.51,1,-1,-1,-1
75,3,208.68,21.77,56.55,34.02,1,-1,-1,-1
75,4,95.04,359.36,142.06,99.47,1,-1,-1,-1
75,6,174.55,72.63,131.87,57.92,1,-1,-1,-1
75,7,7.35,29.62,31.98,64.35,1,-1,-1,-1
76,3,208.53,21.71,56.71,34.10,1,-1,-1,-1
76,4,95.08,359.40,142.00,99.43,1,-1,-1,-1
76,6,167.42,69.88,132.21,58.21,1,-1,-1,-1
76,7,8.93,30.72,33.47,64.32,1,-1,-1,-1
77,3,208.43,21.71,56.75,34.11,1,-1,-1,-1
77,4,95.07,359.40,142.04,99.45,1,-1,-1,-1
77,6,160.36,67.40,131.10,57.78,1,-1,-1,-1
77,7,9.47,30.38,35.95,66.09,1,-1,-1,-1
78,3,208.31,21.76,56.83,34.14,1,-1,-1,-1
78,4,95.03,359.37,142.07,99.46,1,-1,-1,-1
78,6,154.15,65.78,128.29,56.52,1,-1,-1,-1
78,7,9.69,29.86,38.64,67.95,1,-1,-1,-1
79,3,208.23,21.74,56.90,34.17,1,-1,-1,-1
79,4,94.88,359.22,142.24,99.57,1,-1,-1,-1
79,6,147.44,63.47,126.83,55.72,1,-1,-1,-1
79,7,10.14,29.81,41.67,70.03,1,-1,-1,-1
80,3,208.21,21.65,56.94,34.16,1,-1,-1,-1
80,4,94.96,359.23,142.25,99.57,1,-1,-1,-1
80,6,141.25,61.00,125.76,55.17,1,-1,-1,-1
80,7,10.28,29.42,44.95,72.37,1,-1,-1,-1
81,3,208.17,21.54,57.07,34.22,1,-1,-1,-1
81,4,94.92,359.17,142.42,99.69,1,-1,-1,-1
81,6,133.70,58.40,126.45,55.61,1,-1,-1,-1
81,7,10.72,29.70,48.02,73.96,1,-1,-1,-1
82,3,208.13,21.48,57.26,34.34,1,-1,-1,-1
82,4,94.94,359.11,142.48,99.74,1,-1,-1,-1
82,6,126.91,55.92,127.81,56.37,1,-1,-1,-1
82,7,11.22,30.27,50.74,74.68,1,-1,-1,-1
83,3,208.05,21.50,57.38,34.42,1,-1,-1,-1
83,4,95.05,359.17,142.38,99.68,1,-1,-1,-1
83,6,119.88,53.83,128.74,57.06,1,-1,-1,-1
83,7,12.09,31.03,53.57,75.17,1,-1,-1,-1
84,3,208.08,21.52,57.32,34.39,1,-1,-1,-1
84,4,95.05,359.20,142.40,99.70,1,-1,-1,-1
84,6,114.28,52.50,125.79,56.02,1,-1,-1,-1
84,7,12.77,32.34,56.21,75.15,1,-1,-1,-1
85,3,208.23,21.61,57.09,34.24,1,-1,-1,-1
85,4,95.06,359.14,142.51,99.81,1,-1,-1,-1
85,6,108.94,51.07,123.35,55.10,1,-1,-1,-1
85,7,13.24,33.06,59.39,75.73,1,-1,-1,-1
86,3,208.19,21.65,57.17,34.27,1,-1,-1,-1
86,4,95.03,359.17,142.50,99.82,1,-1,-1,-1
86,6,103.94,49.59,119.69,53.47,1,-1,-1,-1
86,7,13.48,34.27,62.54,76.20,1,-1,-1,-1
87,3,208.19,21.67,57.25,34.32,1,-1,-1,-1
87,4,95.02,359.14,142.49,99.84,1,-1,-1,-1
87,6,99.61,48.09,117.29,52.44,1,-1,-1,-1
87,7,13.53,34.45,66.77,77.99,1,-1,-1,-1
87,8,600.88,179.33,28.46,57.03,1,-1,-1,-1
88,3,208.12,21.68,57.41,34.44,1,-1,-1,-1
88,4,95.04,359.08,142.54,99.89,1,-1,-1,-1
88,6,94.58,46.97,115.37,51.63,1,-1,-1,-1
88,7,13.98,35.93,70.45,78.83,1,-1,-1,-1
88,8,593.34,174.20,30.60,58.69,1,-1,-1,-1
89,3,208.01,21.64,57.60,34.58,1,-1,-1,-1
89,4,95.11,359.09,142.51,99.89,1,-1,-1,-1
89,6,88.51,44.57,116.12,52.17,1,-1,-1,-1
89,7,14.97,38.06,73.10,78.14,1,-1,-1,-1
89,8,584.55,169.20,34.30,61.85,1,-1,-1,-1
90,3,207.99,21.61,57.64,34.64,1,-1,-1,-1
90,4,95.09,358.97,142.63,100.01,1,-1,-1,-1
90,6,84.22,43.28,114.05,51.36,1,-1,-1,-1
90,7,15.51,39.65,76.44,78.16,1,-1,-1,-1
90,8,575.11,164.79,38.97,65.06,1,-1,-1,-1
91,3,208.02,21.60,57.60,34.65,1,-1,-1,-1
91,4,96.25,359.73,140.01,98.17,1,-1,-1,-1
91,6,80.85,42.12,110.41,49.79,1,-1,-1,-1
91,7,15.70,40.57,80.30,78.73,1,-1,-1,-1
91,8,564.15,160.99,46.95,72.65,1,-1,-1,-1
92,3,208.05,21.61,57.52,34.62,1,-1,-1,-1
92,4,95.63,359.71,141.07,98.84,1,-1,-1,-1
92,6,75.38,40.71,109.91,49.66,1,-1,-1,-1
92,7,15.89,42.30,83.50,78.56,1,-1,-1,-1
92,8,552.90,157.85,55.68,79.97,1,-1,-1,-1
93,3,208.10,21.62,57.41,34.58,1,-1,-1,-1
93,4,96.50,360.05,139.31,97.58,1,-1,-1,-1
93,6,70.63,38.92,108.93,49.33,1,-1,-1,-1
93,7,16.38,44.09,86.42,77.99,1,-1,-1,-1
93,8,543.08,155.28,62.58,82.36,1,-1,-1,-1
94,3,208.09,21.61,57.44,34.62,1,-1,-1,-1
94,4,95.55,359.34,141.51,99.17,1,-1,-1,-1
94,6,66.02,36.97,108.01,49.18,1,-1,-1,-1
94,7,16.77,45.70,89.79,78.04,1,-1,-1,-1
94,8,533.53,151.61,69.06,82.72,1,-1,-1,-1
95,3,208.12,21.64,57.39,34.61,1,-1,-1,-1
95,4,95.18,359.05,142.39,99.82,1,-1,-1,-1
95,6,62.59,35.28,105.88,48.51,1,-1,-1,-1
95,7,18.88,45.83,95.02,79.97,1,-1,-1,-1
95,8,523.18,148.55,75.55,82.04,1,-1,-1,-1
96,3,208.14,21.67,57.33,34.58,1,-1,-1,-1
96,4,95.15,359.01,142.49,99.89,1,-1,-1,-1
96,6,57.34,33.17,104.58,48.03,1,-1,-1,-1
96,7,20.86,46.42,99.43,81.13,1,-1,-1,-1
96,8,509.44,144.10,83.78,83.63,1,-1,-1,-1
97,3,208.11,21.66,57.37,34.62,1,-1,-1,-1
97,4,96.51,360.02,139.42,97.67,1,-1,-1,-1
97,6,53.30,31.66,102.99,47.46,1,-1,-1,-1
97,7,23.36,47.24,103.79,82.41,1,-1,-1,-1
97,8,494.34,141.00,89.49,82.84,1,-1,-1,-1
98,3,208.13,21.66,57.37,34.63,1,-1,-1,-1
98,4,96.72,360.18,138.85,97.24,1,-1,-1,-1
98,6,50.34,30.01,101.29,46.86,1,-1,-1,-1
98,7,25.93,48.43,107.52,83.38,1,-1,-1,-1
98,8,478.64,138.26,94.27,81.58,1,-1,-1,-1
99,3,208.13,21.63,57.36,34.63,1,-1,-1,-1
99,4,95.64,359.36,141.39,99.04,1,-1,-1,-1
99,6,46.36,27.96,100.79,46.73,1,-1,-1,-1
99,7,29.47,51.04,109.43,83.00,1,-1,-1,-1
99,8,463.34,135.09,99.46,81.13,1,-1,-1,-1
100,3,208.17,21.60,57.32,34.61,1,-1,-1,-1
100,4,95.25,359.08,142.33,99.70,1,-1,-1,-1
100,6,41.33,26.51,99.83,46.47,1,-1,-1,-1
100,7,32.59,53.23,110.89,82.33,1,-1,-1,-1
100,8,448.51,131.91,103.24,80.02,1,-1,-1,-1
101,3,208.19,21.57,57.31,34.61,1,-1,-1,-1
101,4,95.16,358.97,142.67,99.95,1,-1,-1,-1
101,6,39.18,25.76,94.42,43.82,1,-1,-1,-1
101,7,36.00,54.58,113.02,82.30,1,-1,-1,-1
101,8,433.22,127.74,108.90,80.86,1,-1,-1,-1
102,3,208.20,21.54,57.34,34.64,1,-1,-1,-1
102,4,95.19,359.04,142.61,99.88,1,-1,-1,-1
102,6,35.21,24.04,93.53,43.38,1,-1,-1,-1
102,7,39.36,56.36,115.15,82.28,1,-1,-1,-1
102,8,419.65,125.29,112.25,80.08,1,-1,-1,-1
103,3,208.24,21.55,57.26,34.60,1,-1,-1,-1
103,4,95.14,358.99,142.74,99.98,1,-1,-1,-1
103,6,32.61,22.37,89.81,41.48,1,-1,-1,-1
103,7,42.48,57.62,118.24,83.14,1,-1,-1,-1
103,8,405.97,122.31,114.17,78.39,1,-1,-1,-1
104,3,208.22,21.54,57.31,34.63,1,-1,-1,-1
104,4,95.17,359.13,142.52,99.79,1,-1,-1,-1
104,6,29.72,21.28,86.85,39.90,1,-1,-1,-1
104,7,45.96,58.70,120.53,83.50,1,-1,-1,-1
104,8,392.38,118.93,117.35,77.88,1,-1,-1,-1
105,3,208.25,21.53,57.25,34.61,1,-1,-1,-1
105,4,95.45,359.78,141.72,99.09,1,-1,-1,-1
105,6,25.91,20.13,86.44,39.74,1,-1,-1,-1
105,7,49.85,60.27,122.96,84.07,1,-1,-1,-1
105,8,379.33,115.04,120.50,77.78,1,-1,-1,-1
106,3,208.25,21.53,57.25,34.61,1,-1,-1,-1
106,4,95.39,359.86,141.72,99.00,1,-1,-1,-1
106,6,20.69,18.59,89.50,41.39,1,-1,-1,-1
106,7,53.49,61.89,124.89,84.29,1,-1,-1,-1
106,8,365.91,112.49,123.31,77.65,1,-1,-1,-1
107,3,208.26,21.52,57.26,34.63,1,-1,-1,-1
107,4,95.38,359.89,141.77,98.96,1,-1,-1,-1
107,6,16.31,17.35,90.92,42.38,1,-1,-1,-1
107,7,56.76,62.83,127.77,85.19,1,-1,-1,-1
107,8,354.82,109.71,124.58,76.78,1,-1,-1,-1
108,3,208.27,21.52,57.28,34.64,1,-1,-1,-1
108,4,96.28,360.18,139.81,97.55,1,-1,-1,-1
108,6,12.04,15.48,91.88,43.23,1,-1,-1,-1
108,7,60.45,63.86,130.97,86.54,1,-1,-1,-1
108,8,342.53,106.91,125.46,75.73,1,-1,-1,-1
109,3,208.25,21.52,57.31,34.65,1,-1,-1,-1
109,4,95.54,359.47,141.77,98.94,1,-1,-1,-1
109,6,10.17,14.84,89.24,42.19,1,-1,-1,-1
109,7,64.25,64.84,133.92,87.86,1,-1,-1,-1
109,8,330.95,104.44,124.83,73.80,1,-1,-1,-1
110,3,208.22,21.47,57.37,34.70,1,-1,-1,-1
110,4,95.35,359.59,142.09,99.13,1,-1,-1,-1
110,6,6.62,13.39,89.06,42.50,1,-1,-1,-1
110,7,67.59,65.39,137.09,89.44,1,-1,-1,-1
110,8,318.68,101.61,126.86,73.77,1,-1,-1,-1
111,3,208.22,21.43,57.41,34.72,1,-1,-1,-1
111,4,95.01,359.17,142.84,99.70,1,-1,-1,-1
111,6,3.40,12.40,87.94,42.28,1,-1,-1,-1
111,7,71.95,66.22,139.34,90.61,1,-1,-1,-1
111,8,307.14,98.78,128.03,73.41,1,-1,-1,-1
112,3,208.22,21.42,57.43,34.74,1,-1,-1,-1
112,4,94.93,359.06,143.04,99.87,1,-1,-1,-1
112,6,1.91,11.41,86.10,41.70,1,-1,-1,-1
112,7,77.42,67.40,139.00,89.72,1,-1,-1,-1
112,8,297.50,96.90,126.71,71.67,1,-1,-1,-1
113,3,208.26,21.39,57.38,34.70,1,-1,-1,-1
113,4,95.98,359.92,140.44,98.08,1,-1,-1,-1
113,6,-1.62,10.34,85.30,41.65,1,-1,-1,-1
113,7,82.67,69.30,139.51,89.27,1,-1,-1,-1
113,8,286.49,93.99,126.96,70.80,1,-1,-1,-1
114,3,208.25,21.38,57.42,34.71,1,-1,-1,-1
114,4,96.37,360.26,139.44,97.41,1,-1,-1,-1
114,6,-4.09,9.07,84.37,41.68,1,-1,-1,-1
114,7,87.20,71.37,141.26,89.86,1,-1,-1,-1
114,8,275.79,91.14,126.93,69.80,1,-1,-1,-1
115,3,208.24,21.39,57.47,34.73,1,-1,-1,-1
115,4,96.52,360.40,139.04,97.18,1,-1,-1,-1
115,6,-7.07,6.61,84.92,42.73,1,-1,-1,-1
115,7,92.36,73.78,142.12,89.72,1,-1,-1,-1
115,8,264.79,88.08,128.23,69.82,1,-1,-1,-1
116,3,208.29,21.41,57.41,34.69,1,-1,-1,-1
116,4,96.58,360.44,138.87,97.12,1,-1,-1,-1
116,6,-8.46,4.43,84.50,43.39,1,-1,-1,-1
116,7,96.80,75.42,144.12,90.37,1,-1,-1,-1
116,8,254.71,85.59,128.85,69.50,1,-1,-1,-1
117,3,208.20,21.42,57.57,34.78,1,-1,-1,-1
117,4,95.51,359.53,141.43,98.92,1,-1,-1,-1
117,6,-10.27,2.88,84.18,44.28,1,-1,-1,-1
117,7,101.77,76.79,145.73,90.72,1,-1,-1,-1
117,8,244.85,82.51,128.96,69.23,1,-1,-1,-1
118,3,208.17,21.44,57.56,34.77,1,-1,-1,-1
118,4,95.07,359.15,142.45,99.67,1,-1,-1,-1
118,6,-11.13,1.30,82.39,44.48,1,-1,-1,-1
